x,Erfc,TS05,TS10,TS15,TS20,TS30
-0.14,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,
-0.13,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,
-0.12,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,
-0.11,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,
-0.1,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,
-0.09,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,
-0.08,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,
-0.07,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,
-0.06,0.476078,0.476078,0.476078,0.476078,0.476078,0.476078,
-0.05,0.480061,0.480061,0.480061,0.480061,0.480061,0.480061,
-0.04,0.484047,0.484047,0.484047,0.484047,0.484047,0.484047,
-0.03,0.488034,0.488034,0.488034,0.488034,0.488034,0.488034,
-0.02,0.492022,0.492022,0.492022,0.492022,0.492022,0.492022,
-0.01,0.496011,0.496011,0.496011,0.496011,0.496011,0.496011,
-1.96752e-14,0.5,0.5,0.5,0.5,0.5,0.5,
0.01,0.503989,0.503989,0.503989,0.503989,0.503989,0.503989,
0.02,0.507978,0.507978,0.507978,0.507978,0.507978,0.507978,
0.03,0.511966,0.511966,0.511966,0.511966,0.511966,0.511966,
0.04,0.515953,0.515953,0.515953,0.515953,0.515953,0.515953,
0.05,0.519939,0.519939,0.519939,0.519939,0.519939,0.519939,
0.06,0.523922,0.523922,0.523922,0.523922,0.523922,0.523922,
0.07,0.527903,0.527903,0.527903,0.527903,0.527903,0.527903,
0.08,0.531881,0.531881,0.531881,0.531881,0.531881,0.531881,
0.09,0.535856,0.535856,0.535856,0.535856,0.535856,0.535856,
0.1,0.539828,0.539828,0.539828,0.539828,0.539828,0.539828,
0.11,0.543795,0.543795,0.543795,0.543795,0.543795,0.543795,
0.12,0.547758,0.547758,0.547758,0.547758,0.547758,0.547758,
0.13,0.551717,0.551717,0.551717,0.551717,0.551717,0.551717,
0.14,0.55567,0.55567,0.55567,0.55567,0.55567,0.55567,
0.15,0.559618,0.559618,0.559618,0.559618,0.559618,0.559618,
0.16,0.563559,0.563559,0.563559,0.563559,0.563559,0.563559,
0.17,0.567495,0.567495,0.567495,0.567495,0.567495,0.567495,
0.18,0.571424,0.571424,0.571424,0.571424,0.571424,0.571424,
0.19,0.575345,0.575345,0.575345,0.575345,0.575345,0.575345,
0.2,0.57926,0.57926,0.57926,0.57926,0.57926,0.57926,
0.21,0.583166,0.583166,0.583166,0.583166,0.583166,0.583166,
0.22,0.587064,0.587064,0.587064,0.587064,0.587064,0.587064,
0.23,0.590954,0.590954,0.590954,0.590954,0.590954,0.590954,
0.24,0.594835,0.594835,0.594835,0.594835,0.594835,0.594835,
0.25,0.598706,0.598706,0.598706,0.598706,0.598706,0.598706,
0.26,0.602568,0.602568,0.602568,0.602568,0.602568,0.602568,
0.27,0.60642,0.60642,0.60642,0.60642,0.60642,0.60642,
0.28,0.610261,0.610261,0.610261,0.610261,0.610261,0.610261,
0.29,0.614092,0.614092,0.614092,0.614092,0.614092,0.614092,
0.3,0.617911,0.617911,0.617911,0.617911,0.617911,0.617911,
0.31,0.62172,0.62172,0.62172,0.62172,0.62172,0.62172,
0.32,0.625516,0.625516,0.625516,0.625516,0.625516,0.625516,
0.33,0.6293,0.6293,0.6293,0.6293,0.6293,0.6293,
0.34,0.633072,0.633072,0.633072,0.633072,0.633072,0.633072,
0.35,0.636831,0.636831,0.636831,0.636831,0.636831,0.636831,
0.36,0.640576,0.640576,0.640576,0.640576,0.640576,0.640576,
0.37,0.644309,0.644309,0.644309,0.644309,0.644309,0.644309,
0.38,0.648027,0.648027,0.648027,0.648027,0.648027,0.648027,
0.39,0.651732,0.651732,0.651732,0.651732,0.651732,0.651732,
0.4,0.655422,0.655422,0.655422,0.655422,0.655422,0.655422,
0.41,0.659097,0.659097,0.659097,0.659097,0.659097,0.659097,
0.42,0.662757,0.662757,0.662757,0.662757,0.662757,0.662757,
0.43,0.666402,0.666402,0.666402,0.666402,0.666402,0.666402,
0.44,0.670031,0.670031,0.670031,0.670031,0.670031,0.670031,
0.45,0.673645,0.673645,0.673645,0.673645,0.673645,0.673645,
0.46,0.677242,0.677242,0.677242,0.677242,0.677242,0.677242,
0.47,0.680822,0.680822,0.680822,0.680822,0.680822,0.680822,
0.48,0.684386,0.684386,0.684386,0.684386,0.684386,0.684386,
0.49,0.687933,0.687933,0.687933,0.687933,0.687933,0.687933,
0.5,0.691462,0.691462,0.691462,0.691462,0.691462,0.691462,
0.51,0.694974,0.694974,0.694974,0.694974,0.694974,0.694974,
0.52,0.698468,0.698468,0.698468,0.698468,0.698468,0.698468,
0.53,0.701944,0.701944,0.701944,0.701944,0.701944,0.701944,
0.54,0.705401,0.705401,0.705401,0.705401,0.705401,0.705401,
0.55,0.70884,0.70884,0.70884,0.70884,0.70884,0.70884,
0.56,0.71226,0.71226,0.71226,0.71226,0.71226,0.71226,
0.57,0.715661,0.715661,0.715661,0.715661,0.715661,0.715661,
0.58,0.719043,0.719043,0.719043,0.719043,0.719043,0.719043,
0.59,0.722405,0.722405,0.722405,0.722405,0.722405,0.722405,
0.6,0.725747,0.725747,0.725747,0.725747,0.725747,0.725747,
0.61,0.729069,0.729069,0.729069,0.729069,0.729069,0.729069,
0.62,0.732371,0.732371,0.732371,0.732371,0.732371,0.732371,
0.63,0.735653,0.735653,0.735653,0.735653,0.735653,0.735653,
0.64,0.738914,0.738914,0.738914,0.738914,0.738914,0.738914,
0.65,0.742154,0.742154,0.742154,0.742154,0.742154,0.742154,
0.66,0.745373,0.745373,0.745373,0.745373,0.745373,0.745373,
0.67,0.748571,0.748571,0.748571,0.748571,0.748571,0.748571,
0.68,0.751748,0.751748,0.751748,0.751748,0.751748,0.751748,
0.69,0.754903,0.754903,0.754903,0.754903,0.754903,0.754903,
0.7,0.758036,0.758036,0.758036,0.758036,0.758036,0.758036,
0.71,0.761148,0.761148,0.761148,0.761148,0.761148,0.761148,
0.72,0.764238,0.764237,0.764238,0.764238,0.764238,0.764238,
0.73,0.767305,0.767305,0.767305,0.767305,0.767305,0.767305,
0.74,0.77035,0.77035,0.77035,0.77035,0.77035,0.77035,
0.75,0.773373,0.773373,0.773373,0.773373,0.773373,0.773373,
0.76,0.776373,0.776373,0.776373,0.776373,0.776373,0.776373,
0.77,0.77935,0.77935,0.77935,0.77935,0.77935,0.77935,
0.78,0.782305,0.782305,0.782305,0.782305,0.782305,0.782305,
0.79,0.785236,0.785236,0.785236,0.785236,0.785236,0.785236,
0.8,0.788145,0.788145,0.788145,0.788145,0.788145,0.788145,
0.81,0.79103,0.79103,0.79103,0.79103,0.79103,0.79103,
0.82,0.793892,0.793892,0.793892,0.793892,0.793892,0.793892,
0.83,0.796731,0.796731,0.796731,0.796731,0.796731,0.796731,
0.84,0.799546,0.799546,0.799546,0.799546,0.799546,0.799546,
0.85,0.802337,0.802337,0.802337,0.802337,0.802337,0.802337,
0.86,0.805105,0.805105,0.805105,0.805105,0.805105,0.805105,
0.87,0.80785,0.80785,0.80785,0.80785,0.80785,0.80785,
0.88,0.81057,0.81057,0.81057,0.81057,0.81057,0.81057,
0.89,0.813267,0.813267,0.813267,0.813267,0.813267,0.813267,
0.9,0.81594,0.81594,0.81594,0.81594,0.81594,0.81594,
0.91,0.818589,0.818589,0.818589,0.818589,0.818589,0.818589,
0.92,0.821214,0.821213,0.821214,0.821214,0.821214,0.821214,
0.93,0.823814,0.823814,0.823814,0.823814,0.823814,0.823814,
0.94,0.826391,0.826391,0.826391,0.826391,0.826391,0.826391,
0.95,0.828944,0.828944,0.828944,0.828944,0.828944,0.828944,
0.96,0.831472,0.831472,0.831472,0.831472,0.831472,0.831472,
0.97,0.833977,0.833976,0.833977,0.833977,0.833977,0.833977,
0.98,0.836457,0.836456,0.836457,0.836457,0.836457,0.836457,
0.99,0.838913,0.838912,0.838913,0.838913,0.838913,0.838913,
1,0.841345,0.841344,0.841345,0.841345,0.841345,0.841345,
1.01,0.843752,0.843752,0.843752,0.843752,0.843752,0.843752,
1.02,0.846136,0.846135,0.846136,0.846136,0.846136,0.846136,
1.03,0.848495,0.848494,0.848495,0.848495,0.848495,0.848495,
1.04,0.85083,0.850829,0.85083,0.85083,0.85083,0.85083,
1.05,0.853141,0.85314,0.853141,0.853141,0.853141,0.853141,
1.06,0.855428,0.855426,0.855428,0.855428,0.855428,0.855428,
1.07,0.85769,0.857689,0.85769,0.85769,0.85769,0.85769,
1.08,0.859929,0.859927,0.859929,0.859929,0.859929,0.859929,
1.09,0.862143,0.862142,0.862143,0.862143,0.862143,0.862143,
1.1,0.864334,0.864332,0.864334,0.864334,0.864334,0.864334,
1.11,0.8665,0.866498,0.8665,0.8665,0.8665,0.8665,
1.12,0.868643,0.86864,0.868643,0.868643,0.868643,0.868643,
1.13,0.870762,0.870759,0.870762,0.870762,0.870762,0.870762,
1.14,0.872857,0.872853,0.872857,0.872857,0.872857,0.872857,
1.15,0.874928,0.874924,0.874928,0.874928,0.874928,0.874928,
1.16,0.876976,0.876971,0.876976,0.876976,0.876976,0.876976,
1.17,0.879,0.878995,0.879,0.879,0.879,0.879,
1.18,0.881,0.880995,0.881,0.881,0.881,0.881,
1.19,0.882977,0.882971,0.882977,0.882977,0.882977,0.882977,
1.2,0.88493,0.884924,0.88493,0.88493,0.88493,0.88493,
1.21,0.886861,0.886853,0.886861,0.886861,0.886861,0.886861,
1.22,0.888768,0.888759,0.888768,0.888768,0.888768,0.888768,
1.23,0.890651,0.890642,0.890651,0.890651,0.890651,0.890651,
1.24,0.892512,0.892502,0.892512,0.892512,0.892512,0.892512,
1.25,0.89435,0.894339,0.89435,0.89435,0.89435,0.89435,
1.26,0.896165,0.896153,0.896165,0.896165,0.896165,0.896165,
1.27,0.897958,0.897944,0.897958,0.897958,0.897958,0.897958,
1.28,0.899727,0.899712,0.899727,0.899727,0.899727,0.899727,
1.29,0.901475,0.901458,0.901475,0.901475,0.901475,0.901475,
1.3,0.9032,0.903181,0.9032,0.9032,0.9032,0.9032,
1.31,0.904902,0.904882,0.904902,0.904902,0.904902,0.904902,
1.32,0.906582,0.90656,0.906582,0.906582,0.906582,0.906582,
1.33,0.908241,0.908216,0.908241,0.908241,0.908241,0.908241,
1.34,0.909877,0.90985,0.909877,0.909877,0.909877,0.909877,
1.35,0.911492,0.911462,0.911492,0.911492,0.911492,0.911492,
1.36,0.913085,0.913053,0.913085,0.913085,0.913085,0.913085,
1.37,0.914657,0.914621,0.914657,0.914657,0.914657,0.914657,
1.38,0.916207,0.916168,0.916207,0.916207,0.916207,0.916207,
1.39,0.917736,0.917693,0.917736,0.917736,0.917736,0.917736,
1.4,0.919243,0.919196,0.919243,0.919243,0.919243,0.919243,
1.41,0.92073,0.920679,0.92073,0.92073,0.92073,0.92073,
1.42,0.922196,0.92214,0.922196,0.922196,0.922196,0.922196,
1.43,0.923641,0.92358,0.923641,0.923641,0.923641,0.923641,
1.44,0.925066,0.924999,0.925066,0.925066,0.925066,0.925066,
1.45,0.926471,0.926397,0.926471,0.926471,0.926471,0.926471,
1.46,0.927855,0.927775,0.927855,0.927855,0.927855,0.927855,
1.47,0.929219,0.929131,0.929219,0.929219,0.929219,0.929219,
1.48,0.930563,0.930468,0.930563,0.930563,0.930563,0.930563,
1.49,0.931888,0.931784,0.931888,0.931888,0.931888,0.931888,
1.5,0.933193,0.933079,0.933193,0.933193,0.933193,0.933193,
1.51,0.934478,0.934355,0.934478,0.934478,0.934478,0.934478,
1.52,0.935745,0.93561,0.935745,0.935745,0.935745,0.935745,
1.53,0.936992,0.936845,0.936992,0.936992,0.936992,0.936992,
1.54,0.93822,0.938061,0.93822,0.93822,0.93822,0.93822,
1.55,0.939429,0.939257,0.939429,0.939429,0.939429,0.939429,
1.56,0.94062,0.940433,0.94062,0.94062,0.94062,0.94062,
1.57,0.941792,0.941589,0.941792,0.941792,0.941792,0.941792,
1.58,0.942947,0.942726,0.942947,0.942947,0.942947,0.942947,
1.59,0.944083,0.943844,0.944083,0.944083,0.944083,0.944083,
1.6,0.945201,0.944942,0.945201,0.945201,0.945201,0.945201,
1.61,0.946301,0.946021,0.946301,0.946301,0.946301,0.946301,
1.62,0.947384,0.947081,0.947384,0.947384,0.947384,0.947384,
1.63,0.948449,0.948122,0.948449,0.948449,0.948449,0.948449,
1.64,0.949497,0.949144,0.949497,0.949497,0.949497,0.949497,
1.65,0.950529,0.950147,0.950529,0.950529,0.950529,0.950529,
1.66,0.951543,0.95113,0.951543,0.951543,0.951543,0.951543,
1.67,0.95254,0.952095,0.95254,0.95254,0.95254,0.95254,
1.68,0.953521,0.953041,0.953521,0.953521,0.953521,0.953521,
1.69,0.954486,0.953968,0.954486,0.954486,0.954486,0.954486,
1.7,0.955435,0.954877,0.955435,0.955435,0.955435,0.955435,
1.71,0.956367,0.955766,0.956367,0.956367,0.956367,0.956367,
1.72,0.957284,0.956637,0.957284,0.957284,0.957284,0.957284,
1.73,0.958185,0.957488,0.958185,0.958185,0.958185,0.958185,
1.74,0.95907,0.958321,0.959071,0.95907,0.95907,0.95907,
1.75,0.959941,0.959135,0.959941,0.959941,0.959941,0.959941,
1.76,0.960796,0.95993,0.960796,0.960796,0.960796,0.960796,
1.77,0.961636,0.960706,0.961637,0.961636,0.961636,0.961636,
1.78,0.962462,0.961463,0.962462,0.962462,0.962462,0.962462,
1.79,0.963273,0.9622,0.963273,0.963273,0.963273,0.963273,
1.8,0.96407,0.962918,0.96407,0.96407,0.96407,0.96407,
1.81,0.964852,0.963617,0.964852,0.964852,0.964852,0.964852,
1.82,0.96562,0.964296,0.965621,0.96562,0.96562,0.96562,
1.83,0.966375,0.964956,0.966375,0.966375,0.966375,0.966375,
1.84,0.967116,0.965596,0.967116,0.967116,0.967116,0.967116,
1.85,0.967843,0.966215,0.967843,0.967843,0.967843,0.967843,
1.86,0.968557,0.966814,0.968558,0.968557,0.968557,0.968557,
1.87,0.969258,0.967393,0.969258,0.969258,0.969258,0.969258,
1.88,0.969946,0.967951,0.969946,0.969946,0.969946,0.969946,
1.89,0.970621,0.968488,0.970621,0.970621,0.970621,0.970621,
1.9,0.971283,0.969003,0.971284,0.971283,0.971283,0.971283,
1.91,0.971933,0.969497,0.971934,0.971933,0.971933,0.971933,
1.92,0.972571,0.969969,0.972572,0.972571,0.972571,0.972571,
1.93,0.973197,0.970418,0.973197,0.973197,0.973197,0.973197,
1.94,0.97381,0.970845,0.973811,0.97381,0.97381,0.97381,
1.95,0.974412,0.971248,0.974413,0.974412,0.974412,0.974412,
1.96,0.975002,0.971627,0.975003,0.975002,0.975002,0.975002,
1.97,0.975581,0.971983,0.975582,0.975581,0.975581,0.975581,
1.98,0.976148,0.972313,0.976149,0.976148,0.976148,0.976148,
1.99,0.976705,0.972618,0.976706,0.976705,0.976705,0.976705,
2,0.97725,0.972897,0.977251,0.97725,0.97725,0.97725,
2.01,0.977784,0.97315,0.977786,0.977784,0.977784,0.977784,
2.02,0.978308,0.973375,0.97831,0.978308,0.978308,0.978308,
2.03,0.978822,0.973572,0.978824,0.978822,0.978822,0.978822,
2.04,0.979325,0.973741,0.979327,0.979325,0.979325,0.979325,
2.05,0.979818,0.97388,0.97982,0.979818,0.979818,0.979818,
2.06,0.980301,0.973988,0.980304,0.980301,0.980301,0.980301,
2.07,0.980774,0.974065,0.980777,0.980774,0.980774,0.980774,
2.08,0.981237,0.97411,0.981241,0.981237,0.981237,0.981237,
2.09,0.981691,0.974121,0.981695,0.981691,0.981691,0.981691,
2.1,0.982136,0.974098,0.98214,0.982136,0.982136,0.982136,
2.11,0.982571,0.97404,0.982576,0.982571,0.982571,0.982571,
2.12,0.982997,0.973944,0.983003,0.982997,0.982997,0.982997,
2.13,0.983414,0.973811,0.983421,0.983414,0.983414,0.983414,
2.14,0.983823,0.973638,0.98383,0.983823,0.983823,0.983823,
2.15,0.984222,0.973425,0.98423,0.984222,0.984222,0.984222,
2.16,0.984614,0.97317,0.984623,0.984614,0.984614,0.984614,
2.17,0.984997,0.972871,0.985006,0.984997,0.984997,0.984997,
2.18,0.985371,0.972527,0.985382,0.985371,0.985371,0.985371,
2.19,0.985738,0.972135,0.98575,0.985738,0.985738,0.985738,
2.2,0.986097,0.971696,0.98611,0.986097,0.986097,0.986097,
2.21,0.986447,0.971205,0.986462,0.986447,0.986447,0.986447,
2.22,0.986791,0.970663,0.986807,0.986791,0.986791,0.986791,
2.23,0.987126,0.970066,0.987145,0.987126,0.987126,0.987126,
2.24,0.987455,0.969412,0.987475,0.987455,0.987455,0.987455,
2.25,0.987776,0.9687,0.987798,0.987776,0.987776,0.987776,
2.26,0.988089,0.967926,0.988114,0.988089,0.988089,0.988089,
2.27,0.988396,0.967089,0.988424,0.988396,0.988396,0.988396,
2.28,0.988696,0.966187,0.988726,0.988696,0.988696,0.988696,
2.29,0.988989,0.965215,0.989023,0.988989,0.988989,0.988989,
2.3,0.989276,0.964172,0.989313,0.989276,0.989276,0.989276,
2.31,0.989556,0.963056,0.989596,0.989556,0.989556,0.989556,
2.32,0.98983,0.961862,0.989874,0.98983,0.98983,0.98983,
2.33,0.990097,0.960587,0.990146,0.990097,0.990097,0.990097,
2.34,0.990358,0.95923,0.990412,0.990358,0.990358,0.990358,
2.35,0.990613,0.957785,0.990673,0.990613,0.990613,0.990613,
2.36,0.990863,0.95625,0.990928,0.990863,0.990863,0.990863,
2.37,0.991106,0.954621,0.991178,0.991106,0.991106,0.991106,
2.38,0.991344,0.952893,0.991423,0.991344,0.991344,0.991344,
2.39,0.991576,0.951064,0.991663,0.991576,0.991576,0.991576,
2.4,0.991802,0.949129,0.991899,0.991802,0.991802,0.991802,
2.41,0.992024,0.947084,0.99213,0.992024,0.992024,0.992024,
2.42,0.99224,0.944924,0.992356,0.99224,0.99224,0.99224,
2.43,0.992451,0.942644,0.992578,0.992451,0.992451,0.992451,
2.44,0.992656,0.94024,0.992796,0.992656,0.992656,0.992656,
2.45,0.992857,0.937706,0.993011,0.992857,0.992857,0.992857,
2.46,0.993053,0.935038,0.993222,0.993053,0.993053,0.993053,
2.47,0.993244,0.93223,0.993429,0.993244,0.993244,0.993244,
2.48,0.993431,0.929276,0.993633,0.993431,0.993431,0.993431,
2.49,0.993613,0.92617,0.993834,0.993613,0.993613,0.993613,
2.5,0.99379,0.922906,0.994033,0.99379,0.99379,0.99379,
2.51,0.993963,0.919479,0.994229,0.993963,0.993963,0.993963,
2.52,0.994132,0.91588,0.994423,0.994132,0.994132,0.994132,
2.53,0.994297,0.912105,0.994614,0.994297,0.994297,0.994297,
2.54,0.994457,0.908144,0.994805,0.994457,0.994457,0.994457,
2.55,0.994614,0.903992,0.994993,0.994614,0.994614,0.994614,
2.56,0.994766,0.89964,0.995181,0.994766,0.994766,0.994766,
2.57,0.994915,0.89508,0.995368,0.994915,0.994915,0.994915,
2.58,0.99506,0.890305,0.995554,0.99506,0.99506,0.99506,
2.59,0.995201,0.885306,0.995741,0.995201,0.995201,0.995201,
2.6,0.995339,0.880073,0.995927,0.995338,0.995339,0.995339,
2.61,0.995473,0.874598,0.996115,0.995472,0.995473,0.995473,
2.62,0.995604,0.868872,0.996303,0.995603,0.995604,0.995604,
2.63,0.995731,0.862884,0.996493,0.99573,0.995731,0.995731,
2.64,0.995855,0.856625,0.996685,0.995854,0.995855,0.995855,
2.65,0.995975,0.850083,0.99688,0.995975,0.995975,0.995975,
2.66,0.996093,0.843248,0.997078,0.996092,0.996093,0.996093,
2.67,0.996207,0.836109,0.997279,0.996207,0.996207,0.996207,
2.68,0.996319,0.828654,0.997485,0.996318,0.996319,0.996319,
2.69,0.996427,0.820871,0.997695,0.996426,0.996427,0.996427,
2.7,0.996533,0.812747,0.997912,0.996532,0.996533,0.996533,
2.71,0.996636,0.80427,0.998134,0.996634,0.996636,0.996636,
2.72,0.996736,0.795426,0.998364,0.996734,0.996736,0.996736,
2.73,0.996833,0.786201,0.998602,0.996831,0.996833,0.996833,
2.74,0.996928,0.776581,0.998849,0.996926,0.996928,0.996928,
2.75,0.99702,0.766552,0.999105,0.997018,0.99702,0.99702,
2.76,0.99711,0.756097,0.999373,0.997107,0.99711,0.99711,
2.77,0.997197,0.745201,0.999652,0.997194,0.997197,0.997197,
2.78,0.997282,0.733848,0.999945,0.997279,0.997282,0.997282,
2.79,0.997365,0.72202,1.00025,0.997361,0.997365,0.997365,
2.8,0.997445,0.709701,1.00057,0.997441,0.997445,0.997445,
2.81,0.997523,0.696873,1.00091,0.997518,0.997523,0.997523,
2.82,0.997599,0.683515,1.00127,0.997594,0.997599,0.997599,
2.83,0.997673,0.669611,1.00165,0.997667,0.997673,0.997673,
2.84,0.997744,0.655139,1.00205,0.997738,0.997744,0.997744,
2.85,0.997814,0.640079,1.00248,0.997807,0.997814,0.997814,
2.86,0.997882,0.62441,1.00293,0.997874,0.997882,0.997882,
2.87,0.997948,0.60811,1.0034,0.997938,0.997948,0.997948,
2.88,0.998012,0.591156,1.00391,0.998001,0.998012,0.998012,
2.89,0.998074,0.573526,1.00445,0.998062,0.998074,0.998074,
2.9,0.998134,0.555195,1.00503,0.998121,0.998134,0.998134,
2.91,0.998193,0.536138,1.00564,0.998178,0.998193,0.998193,
2.92,0.99825,0.516331,1.0063,0.998234,0.99825,0.99825,
2.93,0.998305,0.495745,1.007,0.998287,0.998305,0.998305,
2.94,0.998359,0.474355,1.00774,0.998339,0.998359,0.998359,
2.95,0.998411,0.452132,1.00854,0.998389,0.998411,0.998411,
2.96,0.998462,0.429048,1.00939,0.998437,0.998462,0.998462,
2.97,0.998511,0.405072,1.0103,0.998483,0.998511,0.998511,
2.98,0.998559,0.380173,1.01127,0.998527,0.998559,0.998559,
2.99,0.998605,0.354321,1.01231,0.99857,0.998605,0.998605,
3,0.99865,0.327483,1.01343,0.998611,0.99865,0.99865,
